Book,Chapter,Section,Text,Violence
ARATUS,22,5,"The three hundred at once ordered him to lead the way; and as they took to the ascent their cries signalled their coming and encouraged their friends; the light of the full moon also made their arms appear more numerous to the enemy than they really were, owing to the length of their line of march, and the echoes of the night gave the impression that the shouts proceeded from many times the number of men there really were.",0
ARATUS,23,1,When everything appeared to be safe Aratus came down from the citadel into the theatre whither an immense multitude streamed with an eager desire to see him and hear what he would say to the Corinthians.,0
ARATUS,23,2,"After stationing his Achaeans at both the side-entrances, he himself advanced from the back-scene into the orchestra, with his breastplate still on and his countenance altered by toil and loss of sleep, so that the exultation and joy of his spirit were overpowered by the weariness of his body.",0
ARATUS,23,3,"Since the multitude, when he came forward to address them, were profuse in their friendly expressions, taking his spear in his right hand and slightly inclining his knee and his body, he supported himself upon it and stood thus for a long time silently receiving their applause and acclamations, their praises of his valour and their congratulations on his success.",0
ARATUS,23,5,"as for Persaeus, on the capture of the citadel he made his escape to Cenchreae. And at a later time, as we are told, when he was leading a life of leisure, and someone remarked that in his opinion the wise man only could be a good general, Indeed, he replied, there was a time when I too particularly liked this doctrine of Zeno's; but now, since the lesson I got from the young man of Sicyon, I am of another mind. This story of Persaeus is told by many writers.",0
ARATUS,24,1,"As for Aratus, he at once made himself master of the temple of Hera and the harbour of Lechaeum; he also seized five-and-twenty of the king's ships, and sold five hundred horses and four hundred Syrians; Acrocorinthus, too, was garrisoned by the Achaeans with four hundred men-at-arms, and fifty dogs with as many keepers were maintained in the citadel. ",0
ARATUS,24,2,"Now the Romans, in their admiration of Philopoemen, call him the last of the Greeks, implying that no great man arose among the Greeks after him; but I should say that this capture of Acrocorinthus was the very last and latest achievement of the Greeks, and that it rivalled their best, not only in daring, but also in happy results, as events at once showed.",0
ARATUS,24,3,"For Megara seceded from Antigonus and attached herself to Aratus; Troezen and Epidaurus were enrolled in the Achaean League; and Aratus, making a distant expedition for the first time, invaded Attica, and crossing the strait plundered Salamis, his Achaean forces, as though released from prison, obeying his every wish. But the freemen among his prisoners he sent back to the Athenians without ransom, thus laying a foundation for their revolt from Antigonus.",0
ARATUS,24,4,"He also made Ptolemy an ally of the Achaeans, with the leadership in war on land and sea. And he was so influential among the Achaeans that, since it was not permissible every year, they chose him general every other year, though, in fact, his wisdom made him their leader all the time. For they saw that he put first and foremost, not wealth, not fame, not friendship with kings, not his own native city's advantage, but only the growth in power of the Achaean League.",0
ARATUS,24,5,"For he considered that the Greek states which were weak would be preserved by mutual support when once they had been bound as it were by the common interest, and that just as the members of the body have a common life and breath because they cleave together in a common growth, but when they are drawn apart and become separate they wither away and decay, in like manner the several states are ruined by those who dissever their common bonds, but are augmented by mutual support, when they become parts of a great whole and enjoy a common foresight. ",0
ARATUS,25,1,"And so, since he saw that the best of the neighbouring peoples were autonomous, and was distressed at the servitude of the Argives, he plotted to kill Aristomachus the tyrant of Argos, being ambitious to restore its freedom to the city as a reward for the rearing it had given him, as well as to attach it to the Achaean League.",0
ARATUS,25,2,"Accordingly, men were found to dare the deed, of whom Aeschylus and Charimenes the seer were the chief. They had no swords, however, the tyrant having prohibited the possession of them under heavy penalties. Aratus, therefore, ordered small daggers to be made for them in Corinth and sewed them up in pack-saddles; these he put upon beasts of burden carrying ordinary wares and sent them into Argos.",0
ARATUS,25,3,"But Charimenes the seer took on a partner in the enterprise, at which Aeschylus and his friends were incensed and proceeded to act on their own account, ignoring Charimenes. When Charimenes was aware of this, he was angry and informed against the men just as they were setting out to attack the tyrant; most of them, however, succeeded in escaping from the market-place and fled to Corinth. ",0
ARATUS,25,4,"Nevertheless, after a little while Aristomachus was killed by slaves, and Aristippus, a more pernicious tyrant than he, soon succeeded in seizing the power. Aratus at once took all the Achaeans of military age who were at hand and went swiftly to the aid of the city, supposing that he would be welcomed by the Argives. Half a talent, equivalent to about £118 or $600, a merely nominal fine.  Mantineia acted as arbitrator,perhaps by special agreement. ",0
ARATUS,25,5,"But since most of them were by this time habituated to slavery and willing to endure it, so that not a man came over to his side, he retired, after involving the Achaeans in the charge of having gone to war in time of peace. They were prosecuted on this charge before the Mantineans, and in the absence of Aratus, Aristippus as plaintiff won his case and was awarded damages to the amount of thirty minas. Half a talent, equivalent to about £118 or $600, a merely nominal fine.  Mantineia acted as arbitrator,perhaps by special agreement. ",0
ARATUS,25,6,"Aratus himself the tyrant both hated and feared, and so laid plots to kill him with the assistance of Antigonus the king; and almost everywhere there were men who undertook this deed for them and watched for an opportunity. ",0
ARATUS,25,7,"But there is no safeguard for a ruler like a sincere and steadfast goodwill on the part of the ruled. For when both the common people and the leading men are afraid, not of their leader, but for their leader, he sees with many eyes, hears with many ears, and so perceives betimes what is going on. Therefore I wish to stop my story at this point, in order to describe the life that Aristippus led. This was laid upon him by his office of tyrant, so envied of men, and by the pride and pomp of monarchy, which men celebrate and call blessed. ",0
ARATUS,26,1,"For though he had Antigonus as ally, and kept many guards to protect his person, and had left no single enemy alive in the city, yet he would order his spearmen and guards to bivouac outside in the colonnade; and as for his servants, as soon as supper was over he would drive them all out.",0
ARATUS,26,2,"Then he would lock the doors of the inner house, and betake himself with his mistress to a little upper room which was closed by a trap-door; on this door he would place his couch and sleep, as one in his state of mind would naturally sleep, by fits and starts and in great fear.",0
ARATUS,26,3,"The ladder the mother of his mistress would take away and lock up in another room, and in the morning would put it in place again and call the wonderful tyrant, who would come down like a creeping thing out of its hole. Aratus, on the other hand, not by force of arms, but legally and in consequence of his virtues, had invested himself with an enduring power, and yet went about in ordinary tunic and cloak; he declared himself a public foe of any and every tyrant; and he left behind him a posterity of the highest repute among the Greeks down to this day.",0
ARATUS,26,4,"But of the men who seize citadels, maintain spearmen, and depend upon arms and gates and trap-doors for the safety of their persons, only a few, like timorous hares, have escaped a violent death; while not one of them has left a house, or a family, or a tomb to keep his memory in honour. ",0
ARATUS,27,3,"And if through the night also he had maintained the struggle, he would not have failed in his attempt; for the tyrant was already bent on flight and had sent on many of his goods to the sea. As it was, however, no one told Aratus of this, and since water was failing him and he could not use his strength by reason of his wound, he led his soldiers away. ",0
ARATUS,28,2,"But when the rest of his army came back from the pursuit and were indignant because, though they had routed the enemy and slain far more of them than they had lost of their own number, they had suffered the vanquished to erect a trophy over the victors, Aratus was ashamed and determined again to fight out the question of the trophy, and on the next day but one put his army once more in battle array.",0
ARATUS,28,3,"However, on perceiving that the forces of the tyrant were more numerous than before and more courageous in their resistance, he would not venture a decisive battle, but withdrew after being allowed to take up his dead under a truce. Nevertheless, by his skill in dealing with men and public affairs, and by the favour in which he stood, he retrieved this failure, brought Cleonae into the Achaean League, and celebrated the Nemean games in that city, on the ground that it had an ancient and more fitting claim upon them.",0
ARATUS,29,1,"A little while after this, After the events narrated in xxxiv. ff. Aratus heard that Aristippus was plotting against Cleonae, but feared to attack it while his enemy was posted at Corinth; he therefore assembled an army by public proclamation. And after ordering his troops to carry provisions for several days, he marched down to Cenchreae, by this stratagem inviting Aristippus to attack Cleonae in the belief that his enemy was riot at hand; and this was actually what happened. For the tyrant set out at once from Argos with his forces.",0
ARATUS,29,2,"But Aratus, returning from Cenchreae to Corinth as soon as it was dark, and posting guards along all the roads, led his Achaeans towards Cleonae, and they followed him in such good order and with such swiftness and alacrity that not only while they were on the march, but also when they had got into Cleonae, before the night was over, and had arrayed themselves for battle, Aristippus knew nothing at all of it. After the events narrated in xxxiv. ff. Aratus heard that Aristippus was plotting against Cleonae, but feared to attack it while his enemy was posted at Corinth; he therefore assembled an army by public proclamation. And after ordering his troops to carry provisions for several days, he marched down to Cenchreae, by this stratagem inviting Aristippus to attack Cleonae in the belief that his enemy was riot at hand; and this was actually what happened. For the tyrant set out at once from Argos with his forces.",0
ARATUS,29,4,"The pursuit continued as far as Mycenae, where the tyrant was overtaken and slain by a certain Cretan named Tragiscus, as Deinias relates; and besides him there fell over fifteen hundred. But although Aratus had won so brilliant a success, and had lost not a single one of his own soldiers, he nevertheless did not take Argos nor set it free, since Agias and the younger Aristomachus burst into the city with troops of the king and took control of affairs. ",0
ARATUS,29,5,"This success, then, refuted much of the calumny heaped upon Aratus, as well as the scoffing and abusive stories of the flatterers of the tyrants, who would recount, to please their masters, how the general of the Achaeans always had cramps in the bowels when a battle was imminent, and how torpor and dizziness would seize him as soon as the trumpeter stood by to give the signal, and how, after he had drawn up his forces and passed the watchword along, he would ask his lieutenants and captains whether there was any further need of his presence (since the die was already cast), and then go off to await the issue anxiously at a distance.",0
ARATUS,29,6,"For these stories were so prevalent that even in the schools of philosophy, when the query arises whether palpitation of the heart and change of colour and looseness of the bowels, in the presence of seeming peril, are the mark of cowardice, or of some faulty temperament and chilliness in the body, Aratus is always mentioned by name as one who was a good general, but always had these symptoms when a contest was impending. ",0
ARATUS,30,1,"Having thus made away with Aristippus, Aratus at once began to plot against Lydiades, who was tyrant in his native city of Megalopolis. This Lydiades was neither of mean birth nor naturally lacking in high ambition, nor, like most sole rulers, had he been driven by licence and rapacity into this iniquity, but he had been fired with a love of glory while still young, and had thoughtlessly associated with his high spirit the false and empty doctrines current concerning tyranny, to the effect that it was a wonderful and blessed thing. And now that he had made himself tyrant, he was quickly sated with the burdens which devolve upon the sole ruler.",0
ARATUS,30,2,"Therefore, at once envying the successes of Aratus and fearing his plots, he adopted a new and most admirable plan, first, to free himself from hatred and fear and guards and spearmen, and second, to become a benefactor of his native city. So he sent for Aratus, resigned his power, and made his city a member of the Achaean League. Wherefore the Achaeans exalted him and chose him general. ",0
ARATUS,30,3,"Lydiades was at once ambitious to surpass Aratus in reputation, and not only did many other things which were thought unnecessary, but also proclaimed an expedition against the Lacedaemonians. Aratus opposed him, but was thought to do so out of jealousy; and Lydiades was chosen general for the second time, though Aratus openly worked against him and was eager to have the office given to someone else. For Aratus himself, as I have said, held the office every other year.",0
ARATUS,30,4,"Accordingly, until he was general for the third time, Lydiades continued to be held in favour, and held the office every other year in alternation with Aratus; but after displaying an open enmity to him and frequently denouncing him before the Achaeans, he was cast aside and ignored, since it was apparent that he was contending, with a fictitious character, against a genuine and unadulterated virtue.",0
ARATUS,30,5,"And just as the cuckoo, in the fable of Aesop, when he asks the little birds why they fly away from him, is told by them that he will one day be a hawk, so it would seem that since Lydiades had once been a tyrant he was never free from a suspicion, which did injustice to his real nature, that he would change again. ",0
ARATUS,31,1,"In the Aetolian war also Aratus won a good repute. For when the Achaeans were bent on an engagement with the Aetolians in front of Megara, and Agis the king of the Lacedaemonians was come up with an army and joined in urging the Achaeans on to battle, Aratus opposed this counsel, and in spite of much vilification and much scoffing abuse for weakness and cowardice would not abandon, because of any seeming disgrace, which he judged to be for the general advantage, but allowed the enemy to cross the Geraneian range without a battle and pass on into Peloponnesus.",0
ARATUS,31,2,"When, however, after thus passing on, they suddenly seized Pellene, he was no longer the same man, nor would he wait at all in order that his forces might assemble and come together from all quarters, but at once set out with those he had against the enemy, whom the disorder and wantonness attendant upon their success had wholly weakened.",0
ARATUS,32,1,"In the midst of this confusion, one of the captive women, daughter of Epigethes, a man of distinction, and herself conspicuous for beauty and stateliness of person, chanced to be sitting in the sanctuary of Artemis, where she had been placed by the captain of a picked corps, who had seized her for his prize and set his three-crested helmet upon her head. But suddenly she ran forth to view the tumult,",0
ARATUS,32,2,"and as she stood in front of the gate of the sanctuary and looked down upon the combatants from on high, with the three-crested helmet on her head, she seemed to the citizens themselves a vision of more than human majesty, while the enemy thought they saw an apparition from heaven and were struck with amazement and terror, so that not a man of them thought of defending himself. But the Pellenians themselves tell us that the image of the goddess usually stands untouched, and that when it is removed by the priestess and carried forth from the temple, no man looks upon it, but all turn their gaze away; for not only to mankind is it a grievous and terrible sight, but trees also, past which it may be carried, become barren and cast their fruit.",0
ARATUS,33,1,"Notwithstanding, since many peoples and dynasts were combining against the Achaeans, Aratus at once sought to make friends of the Aetolians, and with the assistance of Pantaleon, their most influential man, not only made peace, but also an alliance between them and the Achaeans. ",0
ARATUS,33,4,"And Aratus himself also made this plain, since he assaulted the Peiraeus, not twice or thrice, but many times, like a desperate lover, and would not desist in spite of his failures, but was roused to fresh courage by the very narrowness of the slight margin by which he was disappointed of his hopes. And once he actually put his leg out of joint as he fled through the Thriasian plain; and while he was under treatment for this, the knife was often used upon him, and for a long time he was carried in a litter upon his campaigns. ",0
ARATUS,34,2,"Diogenes, the guardian of the Peiraeus, sent a letter to Corinth ordering the Achaeans to quit the city, since Aratus had been killed; but when the letter arrived at Corinth, Aratus chanced to be there in person, and so the messengers of Diogenes, after furnishing much diversion and laughter, went away. Moreover, the king himself sent a ship from Macedonia, on which Aratus was to be brought to him in chains. Antigonus Gonatas died in 239 B.C., and was succeeded by his son, Demetrius II., who reigned ten years. Aratus was all the more bent upon getting Athens, and wholly despised the Macedonians. And so, after he had been overcome in a battle at Phylacia by Bithys the general of Demetrius, and reports were rife, one that he had been captured, and another that he was dead,",0
ARATUS,34,3,"And the Athenians, carrying their flattery of the Macedonians to the highest pitch of levity, crowned themselves with garlands as soon as they heard that Aratus was dead. Therefore he was wroth, and at once made an expedition against them, and advanced as far as the Academy; then he listened to their entreaties and did them no harm. So the Athenians came to recognize the excellence of his character, and when, upon the death of Demetrius, In 229 B.C.  He was succeeded by Antigonus Doson, who reigned nine years. they set out to regain their freedom, they called upon him.",0
ARATUS,34,4,"Then Aratus, although another was at that time general of the Achaeans, and he himself was confined to his bed by a long sickness, nevertheless was carried in a litter to help the city in its time of need, and joined in persuading Diogenes, the commander of the garrison, to give up the Peiraeus, Munychia, Salamis, and Sunium to the Athenians for a hundred and fifty talents, twenty of which Aratus contributed himself.",0
ARATUS,34,5,"Moreover, Aegina and Hermione at once came over to the Achaeans, and the greater part of Arcadia joined their league. And since the Macedonians were busy with certain neighbouring and adjacent wars, and the Aetolians were in alliance with the Achaeans, the power of the Achaean League was greatly increased. ",0
ARATUS,35,1,"And now Aratus, seeking to effect his long-standing purpose, and impatient of the tyranny so near the Achaeans in Argos, sent messengers and tried to persuade Aristomachus to give his city freedom and attach it to the Achaean League, urging him to imitate Lydiades and be general of so great a nation with praise and honour, rather than tyrant of a single city with peril and hatred.",0
ARATUS,35,2,"Aristomachus consented, and told Aratus to send him fifty talents, in order that he might disband and send away the soldiers under him, and the money was being provided. Upon this, Lydiades, who was still general and had an ambition that the Achaeans should regard this transaction as his own work, denounced Aratus to Aristomachus as a man who had always been an implacable enemy of tyrants, and after persuading Aristomachus to entrust the matter to himself, brought him before the Achaean council.",0
ARATUS,35,3,"Then the members of the council put into clearest light their goodwill towards Aratus and their confidence in him. For when he angrily opposed the project, they drove Aristomachus away; but when he had been won over again, and came before them in person, and began to argue for the project, they speedily and readily adopted all his proposals, admitted Argos and Phlius into the league, and a year later In 227 B.C. actually choose Aristomachus general.",0
ARATUS,35,4,"Aristomachus, then, being in high favour with the Achaeans, and wishing to invade Laconia, summoned Aratus from Athens. Aratus wrote him a letter in which he tried to dissuade him from the expedition, and expressed unwillingness to involve the Achaeans in hostilities with Cleomenes, who was daring and growing marvellously in power; but, since Aristomachus was altogether insistent, Aratus obeyed orders and accompanied the expedition in person. See the and was denounced therefore by Lydiades, with whom he came into contest and competition for the office of general, winning the vote and being chosen general for the twelfth time.",0
ARATUS,35,5,"It was at this time that he prevented Aristomachus from joining battle when Cleomenes came upon them at Pallantium, See the and was denounced therefore by Lydiades, with whom he came into contest and competition for the office of general, winning the vote and being chosen general for the twelfth time.",0
ARATUS,37,2,"Many brave men gathering at his call, he was emboldened to charge upon the right wing of the enemy, which he routed and pursued. But his ardour and ambition robbed him of discretion, and he was drawn on into places that were intricate and full of planted trees and broad trenches. Here Cleomenes attacked him and he fell, after a brilliant and most honourable combat at the gates of his native city.",0
ARATUS,37,3,"The rest of his men fled to their main line, threw the men-at-arms into confusion, and thus infected the whole army with their defeat. Aratus was severely blamed for this, being thought to have betrayed Lydiades; and when the Achaeans left the field in anger, they forced him to accompany them to Aegium. Here they held an assembly, and voted not to give him money and not to maintain mercenaries for him; if he wanted to wage war, he must provide the means himself. ",0
ARATUS,38,2,"But when, accustomed as he was to be general every other year, his turn came round again and he was invited to take the office, he formally declined, Cf. the and Timoxenus was chosen general. For the year 224 B.C. Now the grounds usually given for this refusal of Aratus, namely, his anger at the people, were not thought to be convincing, and the real reason for it was the situation of the Achaeans. For the invasions of Cleomenes were no longer quiet and restrained, as formerly, nor was he fettered by the civil authorities,",0
ARATUS,38,3,"but after he had killed the ephors, divided up the land, advanced many resident aliens to the citizenship, and thus got an irresponsible power, Cf. the and Timoxenus was chosen general. For the year 224 B.C. Now the grounds usually given for this refusal of Aratus, namely, his anger at the people, were not thought to be convincing, and the real reason for it was the situation of the Achaeans. For the invasions of Cleomenes were no longer quiet and restrained, as formerly, nor was he fettered by the civil authorities, Cf. the he immediately pressed the Achaeans hard, and demanded the supreme leadership for himself. And therefore men blame Aratus, because, when the ship of state was driving in a great surge and storm, he forsook the pilot's helm and left it to another, although it had been well, even if the people were unwilling, to remain at their head and save them;",0
ARATUS,38,4,"and if he despaired of the government and power of the Achaeans, he ought to have yielded to Cleomenes, and not to have made Peloponnesus quite barbarous again under Macedonian garrisons, nor to have filled Acrocorinthus with Illyrian and Gallic arms, nor, in the case of men whom he was always defeating in the fields of war and statesmanship and abusing in the pages of his Commentaries, to have made these men lords over the cities under the endearing name of allies. Cf. the and Timoxenus was chosen general. For the year 224 B.C. Now the grounds usually given for this refusal of Aratus, namely, his anger at the people, were not thought to be convincing, and the real reason for it was the situation of the Achaeans. For the invasions of Cleomenes were no longer quiet and restrained, as formerly, nor was he fettered by the civil authorities, Cf. the he immediately pressed the Achaeans hard, and demanded the supreme leadership for himself. And therefore men blame Aratus, because, when the ship of state was driving in a great surge and storm, he forsook the pilot's helm and left it to another, although it had been well, even if the people were unwilling, to remain at their head and save them;",0
ARATUS,38,5,"And if Cleomenes was, as must be granted, lawless and arbitrary, still, Heracleidae were his ancestors, and Sparta was his native land, the meanest citizen of which was more worthy than the foremost Macedonian to be made their leader by those who had any regard for Greek nobility of birth. And yet Cleomenes asked the Achaeans for the office, with the promise that he would confer many benefits upon their cities in return for that honour and its title, Cf. the and Timoxenus was chosen general. For the year 224 B.C. Now the grounds usually given for this refusal of Aratus, namely, his anger at the people, were not thought to be convincing, and the real reason for it was the situation of the Achaeans. For the invasions of Cleomenes were no longer quiet and restrained, as formerly, nor was he fettered by the civil authorities, Cf. the he immediately pressed the Achaeans hard, and demanded the supreme leadership for himself. And therefore men blame Aratus, because, when the ship of state was driving in a great surge and storm, he forsook the pilot's helm and left it to another, although it had been well, even if the people were unwilling, to remain at their head and save them;",0
ARATUS,38,6,"whereas Antigonus, although he was proclaimed leader with full powers by land and sea, would not accept the office until Acrocorinthus had been promised him as the pay for his leadership. In this he acted just like Aesop's hunter. For he would not mount the Achaeans, although they prayed him to do so and presented their backs to him by way of embassies and decrees, until they consented to wear the bit and bridle of the garrison they received and the hostages they gave. Cf. the and Timoxenus was chosen general. For the year 224 B.C. Now the grounds usually given for this refusal of Aratus, namely, his anger at the people, were not thought to be convincing, and the real reason for it was the situation of the Achaeans. For the invasions of Cleomenes were no longer quiet and restrained, as formerly, nor was he fettered by the civil authorities, Cf. the he immediately pressed the Achaeans hard, and demanded the supreme leadership for himself. And therefore men blame Aratus, because, when the ship of state was driving in a great surge and storm, he forsook the pilot's helm and left it to another, although it had been well, even if the people were unwilling, to remain at their head and save them;",0
ARATUS,38,7,"And yet Aratus says everything that he can say in explaining the necessity that was upon him. Polybius, however, says Cf. the and Timoxenus was chosen general. For the year 224 B.C. Now the grounds usually given for this refusal of Aratus, namely, his anger at the people, were not thought to be convincing, and the real reason for it was the situation of the Achaeans. For the invasions of Cleomenes were no longer quiet and restrained, as formerly, nor was he fettered by the civil authorities, Cf. the he immediately pressed the Achaeans hard, and demanded the supreme leadership for himself. And therefore men blame Aratus, because, when the ship of state was driving in a great surge and storm, he forsook the pilot's helm and left it to another, although it had been well, even if the people were unwilling, to remain at their head and save them;  that for a long time, and before the necessity arose, Aratus mistrusted the daring temper of Cleomenes and made secret overtures to Antigonus, besides putting the Megalopolitans forward to beg the Achaeans to call in Antigonus. For the Megalopolitans were most oppressed by the war, since Cleomenes was continually plundering their territory.",0
ARATUS,38,8,"A similar account of these matters is given by Phylarchus also, in whom, but for the testimony of Polybius, one should not put entire credence. For goodwill makes his every mention of Cleomenes ecstatic, and as if he were pleading in a court of law, he is for ever accusing Aratus in his history, and defending Cleomenes. ",0
ARATUS,39,1,"So, then, the Achaeans lost Mantineia, which was taken again by Cleomenes, and after being defeated in a great battle at Hecatombaeum they were so dismayed that they sent at once and invited Cleomenes to come to Argos and assume the leadership.",0
ARATUS,39,2,"But Aratus, when he learned that Cleomenes was on the way and at Lerna with his forces, feared the issue, and sent an embassy to demand that he should come with three hundred men only, as to friends and allies, and that if he was distrustful, he should accept hostages. Cleomenes declared that he was insulted and mocked by this demand, and retired with his army, after writing a letter to the Achaeans which was full of bitter accusations against Aratus.",0
ARATUS,39,3,"Aratus also wrote letters against Cleomenes; and their mutual abuse and defamation reached the point of maligning one another's marriages and wives. As a result of this, Cleomenes sent a herald to declare war against the Achaeans, and almost succeeded in seizing the city of Sicyon with the help of traitors; he turned aside, however, when close at hand, and assaulted and took the city of Pellene, from which the Achaean commander fled. And not long afterwards he took Pheneus also and Penteleium.",0
ARATUS,39,4,"Then Argos went over to his side, and Phlius received a garrison which he sent. In a word, not one of their acquisitions longer held firm to the Achaeans, but a vast confusion suddenly encompassed Aratus. He saw Peloponnesus shaking, and its cities everywhere stirred to revolt by restless agitators. With this chapter cf. the ",0
ARATUS,40,1,"For there was no quiet anywhere, and no contentment with present conditions, but even among the Sicyonians and Corinthians themselves there were many who were known to have been in conference with Cleomenes, men whom a desire for private domination had long ago led into secret hostility towards the common interests.",0
ARATUS,40,3,"He came, accordingly, leading his horse after him, as though he had no distrust or suspicion, and when many sprang up and abused and denounced him, with a composed countenance and gentle words he bade them sit down and not stand there shouting in disorderly fashion, but to admit also those who were outside at the door; and as he spoke, he withdrew slowly, as if he would hand his horse over to somebody. See and seizing those in Sicyon who were thus corrupted he put them to death; but when he tried to seek out and chastise those in Corinth, he roused the resentment of the populace there, which was already disaffected and ill at ease under the Achaean administration. So they assembled hastily in the temple of Apollo and sent for Aratus, determined to kill him or seize him, and then to revolt.",0
ARATUS,40,4,"Having thus slipped out of the crowd, he conversed calmly with the Corinthians who met him, bidding them go to the temple of Apollo, and so, before his enemies were aware of it, came nigh the citadel. Then he leaped upon his horse, and after giving orders to Cleopater the commander of the garrison in the citadel to guard it with a strong hand, he rode off to Sicyon, followed by only thirty of his soldiers; the rest deserted him and dispersed. ",0
ARATUS,40,5,"After a little while the Corinthians learned of his flight and pursued him, but did not overtake him. Then they sent for Cleomenes and delivered their city into his hands, although he thought that he had gained by what they gave him far less than he had lost by their letting Aratus get away. Cleomenes, accordingly, after the accession to him of the inhabitants of Acte, as the district is called, who placed their cities in his hands, Early in 223 B.C. The story is told very differently in the proceeded to run a wall and palisade about Acrocorinthus.",0
ARATUS,41,1,"But a few of the Achaeans came together with Aratus at Sicyon; and in an assembly there held he was chosen general with full powers. And now he surrounded himself with a guard from among his own citizens. For three-and-thirty years he had directed public affairs among the Achaeans, and had enjoyed more power and reputation than any other Greek; but now, abandoned by his allies and helplessly crushed, he was like one drifting about in great surge and peril on the wreck of his native city.",0
ARATUS,41,2,"For the Aetolians refused him their aid when he asked for it, and the Athenians, whom gratitude made eager to help him, were prevented by Eurycleides and Micion. As for the house and property belonging to Aratus in Corinth, Cleomenes would not touch them at all, nor permit anyone else to do so, but sent for the friends and stewards of Aratus and ordered them to administer and watch over everything as though they are to render an account to Aratus.",0
ARATUS,41,3,"Moreover, he privately sent Tripylus to Aratus, and afterwards Megistonoüs, his stepfather, promising to give him, besides many other things, a yearly pension of twelve talents, thus doubling the amount which Aratus received annually from Ptolemy; for he sent six talents each year to Aratus. Ptolemy III., surnamed Euergetes, king of Egypt 247-222 B.C. Cleomenes demanded, however, that he should be proclaimed leader of the Achaeans, and together with them should have the keeping of Acrocorinthus.",0
ARATUS,41,4,"Aratus made answer that he did not control affairs, but rather was controlled by them; whereupon Cleomenes, thinking himself mocked, at once invaded the territory of Sicyon, ravaged and laid it waste, and encamped before the city three months. All this while Aratus held out patiently, and debated with himself whether he should accept Antigonus as an ally on condition of handing over to him Acrocorinthus! for on any other terms Antigonus was unwilling to give him help. Cf the ",0
ARATUS,42,1,"Accordingly, the Achaeans came together at Aegium and invited Aratus thither. But there was danger in his trying to get there, since Cleomenes was encamped before Sicyon. Besides, the citizens tried to detain him, beseeching him not to go and refusing to let him expose himself while the enemy were near; and presently the women and children were clinging to him and tearfully embracing him as a common father and preserver.",0
ARATUS,42,2,"Nevertheless, after encouraging and comforting them, he rode out to the sea, accompanied by ten friends and by his son, who was now a young man. Vessels were lying at anchor off the shore, and upon these the party were conveyed to Aegium, where the assembly was sitting. Here it was voted to call in Antigonus and hand over to him Acrocorinthus. In the spring of 223 B.C. Cf the ",0
ARATUS,42,3,Aratus even sent his son to Antigonus with the other hostages. At this the Corinthians were indignant; they plundered his property and made a present of his house to Cleomenes. ,0
ARATUS,43,1,"And now, as Antigonus was approaching with his forces (he was followed by twenty thousand Macedonian footmen and thirteen hundred horse), Aratus, in company with his High Councillors, A body of ten men, chosen as admirers of the general. went by sea to meet him at Pegae, eluding the enemy. He had no very great confidence in Antigonus, and put no trust in the Macedonians. For he knew that his own rise to power had been a consequence of the harm he had done to them, and that he had found the first and the chief basis for his conduct of affairs in his hatred towards the former Antigonus. Antigonus Gonatas.  See the note on ",0
ARATUS,43,2,"But seeing how inexorable was the necessity laid upon him in the demands of the hour, to which those we call rulers are slaves, he went on towards the dread ordeal. But Antigonus, when he was told that Aratus was coming to him, gave the rest of the party an ordinary and moderate welcome; Aratus, however, he received at this first meeting with superlative honour, and afterwards, finding him to be a man of worth and wisdom, drew him in closer intimacy to himself. ",0
ARATUS,43,3,"For Aratus was not only helpful in large undertakings, but also more acceptable than anyone else as a companion in the king's leisure hours. Therefore, although Antigonus was young, as soon as he perceived that Aratus was naturally well fitted to be a king's friend, he continually treated him with greater intimacy than anyone else, whether of the Achaeans, or of the Macedonians in his following;",0
ARATUS,43,4,"and thus the omen proved true which the god had given to Aratus in his sacrificial victims. For it is related that as he was sacrificing a little while before this, a liver was found which had two gall-bladders enclosed in a single coil of fat; whereupon the seer had declared that Aratus would soon enter into close friendship with what he most hated and fought against. At the time, then, Aratus paid no heed to the utterance, since in general he put little faith in victims and divinations, and trusted rather to his reasoning powers.",0
ARATUS,43,5,"Later, however, when the war was going on well, Antigonus gave a feast in Corinth, at which he had many guests, and made Aratus recline just above himself. After a little while the king called for a coverlet, and asked Aratus if he too did not think it cold; and when Aratus replied that he was very chilly, the king ordered him to come nearer; so that the rug which the servants brought was thrown over both of them together. Then, indeed, Aratus called to mind his sacrificial victims and burst out laughing, and told the king about the omen and the seer's prediction. But this took place at a later time. ",0
ARATUS,44,1,"At Pegae Antigonus and Aratus exchanged oaths of fidelity, and straightway marched against the enemy at Corinth. And there were conflicts about the city, Cleomenes being well fortified, and the Corinthians defending themselves with ardour. Meanwhile, however, Aristotle the Argive, who was a friend of Aratus, sent secretly to him and promised to bring his city to revolt from Cleomenes if Aratus would come thither with soldiers.",0
ARATUS,44,2,"So Aratus, after informing Antigonus, took fifteen hundred men and sailed from the Isthmus to Epidaurus with all speed. Cf. the But the Argives, revolting prematurely, attacked the garrison of Cleomenes and shut them up in the citadel, and Cleomenes, learning of this, and fearing that if his enemies got possession of Argos they would cut him off from a safe return home, abandoned Acrocorinthus while it was still night and went to their aid.",0
